79, Local-gov, 84616, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 7, United-States, <=50K
90, Private, 313986, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
72, Self-emp-inc, 473748, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States, >50K
20, Private, 163003, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 15, United-States, <=50K
29, Private, 183061, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 48, United-States, <=50K
49, Private, 123584, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 75, United-States, <=50K
23, Private, 120910, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
20, Private, 227554, Some-college, 10, Married-spouse-absent, Sales, Own-child, Black, Female, 0, 0, 18, United-States, <=50K
57, Private, 182677, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 4508, 0, 40, South, <=50K
46, Private, 214955, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 209768, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
24, Private, 258120, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 55, Jamaica, <=50K
49, Private, 110015, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, Greece, <=50K
54, Private, 152652, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K
46, Federal-gov, 43206, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1564, 50, United-States, >50K
31, Self-emp-not-inc, 114639, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
43, Self-emp-inc, 221172, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 40, United-States, >50K
18, ?, 128538, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 6, United-States, <=50K
19, Private, 131615, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 353824, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 178417, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 178644, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
43, Self-emp-not-inc, 271665, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
37, ?, 223732, Some-college, 10, Separated, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
21, Federal-gov, 169003, 12th, 8, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 25, United-States, <=50K
52, State-gov, 338816, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 70, United-States, >50K
34, Private, 506858, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 32, United-States, >50K
28, Private, 265628, Assoc-voc, 11, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 173495, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 177413, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 31670, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, <=50K
49, Private, 154451, 11th, 7, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
35, Private, 265535, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 50, Jamaica, >50K
31, Private, 118941, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
18, Private, 214617, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
47, Local-gov, 265097, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 4386, 0, 40, United-States, >50K
46, Private, 276087, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 5013, 0, 50, United-States, <=50K
43, Private, 124692, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Federal-gov, 306784, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 4386, 0, 40, United-States, >50K
21, Private, 434102, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
18, ?, 387641, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, State-gov, 181824, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1902, 35, United-States, >50K
39, Local-gov, 177907, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1887, 40, United-States, >50K
58, Private, 87329, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, <=50K
36, Private, 263130, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 262882, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 37546, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 35, United-States, >50K
19, Private, 27433, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 393945, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
26, Private, 173927, Assoc-voc, 11, Never-married, Prof-specialty, Own-child, Other, Female, 0, 0, 60, Jamaica, <=50K
38, Private, 343403, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
36, Private, 111128, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
40, Private, 193882, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
25, Private, 310864, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K
41, Private, 128354, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 25, United-States, >50K
33, Private, 113364, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
63, ?, 198559, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 16, United-States, <=50K
51, Private, 136913, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 115488, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 154227, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 279667, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
30, Self-emp-not-inc, 281030, HS-grad, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 66, United-States, <=50K
19, Private, 283945, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, United-States, <=50K
47, Private, 454989, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
26, Private, 391349, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
21, State-gov, 166704, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 14, United-States, <=50K
36, Private, 151835, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, United-States, >50K
60, Private, 199085, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 61487, HS-grad, 9, Never-married, Prof-specialty, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
19, Private, 120251, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 14, United-States, <=50K
42, Private, 273230, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 90, United-States, <=50K
36, Private, 358373, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 36, United-States, <=50K
35, Private, 267891, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 38, United-States, <=50K
22, Private, 234880, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K
54, Private, 48358, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 96452, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
55, Private, 204751, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K
57, Private, 375868, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 413373, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 36, United-States, <=50K
24, Private, 537222, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
35, Local-gov, 33975, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-inc, 162327, 11th, 7, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 182691, HS-grad, 9, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 44, United-States, <=50K
36, Private, 300829, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 42, United-States, <=50K
51, Local-gov, 114508, 9th, 5, Separated, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
46, Self-emp-inc, 214627, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
42, Private, 129684, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Black, Female, 5455, 0, 50, United-States, <=50K
25, State-gov, 120041, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 361138, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 76893, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 205424, Bachelors, 13, Divorced, Sales, Unmarried, White, Male, 0, 0, 40, United-States, >50K
61, Private, 176839, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
40, Private, 229148, 12th, 8, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, Jamaica, <=50K
58, Self-emp-inc, 154537, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 20, United-States, >50K
52, Private, 181901, HS-grad, 9, Married-spouse-absent, Farming-fishing, Other-relative, White, Male, 0, 0, 20, Mexico, <=50K
18, Private, 152004, 11th, 7, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
27, Private, 205188, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Self-emp-not-inc, 30840, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 45, United-States, <=50K
63, Private, 66634, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 16, United-States, <=50K
38, Self-emp-not-inc, 180220, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
31, Private, 291052, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 2051, 40, United-States, <=50K
40, Self-emp-not-inc, 99651, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
41, Private, 327723, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 32291, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 2174, 0, 40, United-States, <=50K
31, Private, 345122, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 14084, 0, 50, United-States, >50K
32, Private, 127384, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
30, Private, 363296, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 72, United-States, <=50K
39, Local-gov, 86551, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1876, 40, United-States, <=50K
28, Private, 30070, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
31, Private, 595000, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Female, 0, 0, 35, United-States, <=50K
21, ?, 152328, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K
33, ?, 177824, HS-grad, 9, Separated, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
44, State-gov, 111483, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 199555, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 25, United-States, <=50K
42, Private, 50018, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, ?, <=50K
36, Private, 218490, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
39, Private, 49020, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1974, 40, United-States, <=50K
61, Private, 213321, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1672, 40, United-States, <=50K
31, Private, 159187, HS-grad, 9, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 83033, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, Germany, <=50K
39, Self-emp-not-inc, 31848, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2829, 0, 90, United-States, <=50K
34, Self-emp-not-inc, 24961, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, <=50K
21, Private, 182117, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K
75, Self-emp-not-inc, 146576, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Male, 0, 0, 48, United-States, >50K
21, Private, 176690, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, <=50K
81, Private, 122651, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 15, United-States, <=50K
54, Self-emp-inc, 149650, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, Canada, <=50K
34, Private, 454508, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, Iran, <=50K
54, Self-emp-not-inc, 269068, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 99999, 0, 50, Philippines, >50K
41, Private, 266530, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 0, 0, 45, United-States, <=50K
61, ?, 198542, Bachelors, 13, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
63, Private, 133144, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 2580, 0, 20, United-States, <=50K
24, Private, 217961, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 221661, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, Mexico, <=50K
44, Local-gov, 60735, Bachelors, 13, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 60, United-States, <=50K
47, Self-emp-not-inc, 121124, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 48588, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 48087, 7th-8th, 4, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1590, 40, United-States, <=50K
53, Self-emp-not-inc, 240138, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
63, Private, 273010, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3471, 0, 40, United-States, <=50K
44, Private, 104196, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
37, Private, 230035, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 46, United-States, >50K
28, Private, 38918, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Germany, >50K
71, ?, 205011, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K
57, Private, 176079, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 180052, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 10, United-States, <=50K
33, Local-gov, 173005, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1848, 45, United-States, >50K
30, Private, 378723, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 55, United-States, <=50K
20, Private, 233624, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 192591, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
54, Private, 249860, 11th, 7, Divorced, Priv-house-serv, Unmarried, Black, Female, 0, 0, 10, United-States, <=50K
20, Private, 247564, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K
34, Private, 238912, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 190227, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, State-gov, 293287, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 180807, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 250217, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 70, United-States, <=50K
19, Private, 217418, Some-college, 10, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 38, United-States, <=50K
22, Local-gov, 137510, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
59, State-gov, 163047, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
18, Private, 577521, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 13, United-States, <=50K
22, Private, 221533, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
42, Local-gov, 255675, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 114079, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 155781, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Private, 243762, 11th, 7, Separated, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 113062, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 7, United-States, <=50K
67, Private, 217028, Masters, 14, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
17, Private, 110723, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K
47, Federal-gov, 191858, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 179423, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 5, United-States, <=50K
20, Private, 339588, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Peru, <=50K
22, Private, 206815, HS-grad, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, Peru, <=50K
47, State-gov, 103743, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 235683, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
64, ?, 207321, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
35, State-gov, 197495, Some-college, 10, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
52, Federal-gov, 424012, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 178469, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
73, Self-emp-inc, 92886, 10th, 6, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, Canada, <=50K
38, Self-emp-not-inc, 214008, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
59, Self-emp-not-inc, 325732, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 52, United-States, >50K
35, Private, 28572, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 4064, 0, 35, United-States, <=50K
18, Private, 118376, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K
24, Private, 51799, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K
33, Local-gov, 115488, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
40, Private, 190621, Some-college, 10, Divorced, Exec-managerial, Other-relative, Black, Female, 0, 0, 55, United-States, <=50K
55, Private, 193568, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 192878, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 264663, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 60, United-States, <=50K
22, Private, 234731, HS-grad, 9, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 308373, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
45, Private, 205644, HS-grad, 9, Separated, Tech-support, Not-in-family, White, Female, 0, 0, 26, United-States, <=50K
47, Local-gov, 321851, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
56, Private, 206399, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 124563, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
32, State-gov, 198211, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
17, Private, 130795, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
44, Private, 71269, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
32, Self-emp-not-inc, 319280, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K
35, Private, 125933, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
27, Private, 107236, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 32732, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
68, Private, 284763, 11th, 7, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
20, Private, 112668, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
33, Private, 376483, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
24, Private, 402778, 9th, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, <=50K
48, Private, 36177, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
45, Private, 125489, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
48, Private, 304791, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 209205, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
60, ?, 112821, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, >50K
39, Local-gov, 178100, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 70261, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
23, State-gov, 186634, 12th, 8, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 32958, Some-college, 10, Separated, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 254746, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 158746, HS-grad, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
35, Self-emp-not-inc, 140854, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 51506, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 189564, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 42, United-States, >50K
37, Federal-gov, 325538, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
58, Private, 213975, Assoc-voc, 11, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
67, Self-emp-not-inc, 431426, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 2, United-States, <=50K
48, Private, 199763, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 8, United-States, <=50K
63, Private, 161563, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
24, Local-gov, 252024, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 72, United-States, >50K
