24, Local-gov, 69640, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Local-gov, 35683, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 10, United-States, <=50K
50, Self-emp-not-inc, 371305, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 60, United-States, >50K
46, Private, 102359, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
20, Private, 200089, 5th-6th, 3, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 30, Guatemala, <=50K
47, State-gov, 207120, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, >50K
46, Private, 295334, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
34, Private, 234537, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 142922, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, State-gov, 181641, Some-college, 10, Divorced, Prof-specialty, Not-in-family, Black, Female, 0, 0, 37, United-States, <=50K
36, Private, 185325, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
28, Private, 167336, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 10520, 0, 40, United-States, >50K
22, Private, 379778, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 176117, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 0, 35, United-States, <=50K
33, Private, 100228, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 150296, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 32, United-States, <=50K
43, Federal-gov, 25005, Masters, 14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 5013, 0, 12, United-States, <=50K
55, Private, 134120, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 99999, 0, 40, United-States, >50K
39, Self-emp-not-inc, 251710, 10th, 6, Married-spouse-absent, Other-service, Not-in-family, White, Female, 0, 1721, 15, United-States, <=50K
20, Private, 653574, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 33, El-Salvador, <=50K
38, Private, 175441, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
30, Private, 333119, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 89154, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 42, El-Salvador, <=50K
60, Private, 198727, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K
43, Private, 87284, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 180686, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
23, Private, 227070, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 48, El-Salvador, <=50K
57, Local-gov, 189824, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 7298, 0, 40, United-States, >50K
25, Local-gov, 348986, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
38, Private, 96185, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
22, Private, 112693, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
23, Private, 417605, 5th-6th, 3, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
61, Self-emp-not-inc, 140300, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
28, Private, 340408, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 46, United-States, <=50K
17, ?, 187539, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 10, United-States, <=50K
21, Private, 237051, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
49, Private, 175622, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 389725, 12th, 8, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
23, Private, 182812, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, Dominican-Republic, <=50K
38, Self-emp-not-inc, 245372, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3137, 0, 50, United-States, <=50K
34, Local-gov, 93886, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 46, United-States, >50K
21, Private, 502837, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, Peru, <=50K
27, State-gov, 212232, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K
57, Private, 300104, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 84, United-States, >50K
22, Private, 156933, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 25, United-States, <=50K
20, Private, 286734, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Other, Female, 0, 0, 35, United-States, <=50K
49, Self-emp-inc, 143482, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 65, United-States, >50K
38, Private, 226357, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 104892, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 223194, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 1485, 40, Haiti, <=50K
37, Self-emp-not-inc, 272090, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, <=50K
57, Private, 204816, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
56, Private, 230039, 7th-8th, 4, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K
41, Private, 242619, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K
50, Self-emp-not-inc, 131982, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 60, South, <=50K
33, Private, 87310, 9th, 5, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
29, Private, 134566, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K
28, Federal-gov, 163862, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 40, United-States, >50K
35, Private, 239409, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 203717, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 172274, Doctorate, 16, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 3004, 35, United-States, >50K
30, Self-emp-not-inc, 65278, Assoc-acdm, 12, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
35, Self-emp-inc, 135289, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, United-States, <=50K
27, Private, 246974, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 180060, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Yugoslavia, <=50K
24, Private, 118023, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
47, Private, 102308, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
47, Private, 45564, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
18, Private, 137646, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
18, Private, 237646, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K
31, Local-gov, 189843, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 47, United-States, >50K
43, Self-emp-not-inc, 118261, Masters, 14, Divorced, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
45, Private, 288437, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 4064, 0, 40, United-States, <=50K
39, Private, 106347, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 316471, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
22, Private, 50058, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
30, Self-emp-not-inc, 182089, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 85, United-States, <=50K
36, Private, 186865, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
20, State-gov, 158206, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
61, ?, 229744, 1st-4th, 2, Married-civ-spouse, ?, Husband, White, Male, 3942, 0, 20, Mexico, <=50K
27, Private, 141545, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1902, 45, United-States, <=50K
59, Local-gov, 50929, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
60, Private, 132529, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 260696, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 231180, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
40, Private, 223277, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K
20, Private, 279538, 11th, 7, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male, 2961, 0, 35, United-States, <=50K
47, Private, 46044, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 168071, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
20, Private, 79691, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
75, ?, 114204, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 13, United-States, <=50K
25, Private, 124111, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 104521, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Self-emp-not-inc, 128516, Assoc-acdm, 12, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, >50K
34, Private, 112564, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
45, State-gov, 32186, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 239663, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 2597, 0, 50, United-States, <=50K
46, Private, 269284, Assoc-acdm, 12, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
41, State-gov, 175537, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 38, United-States, <=50K
29, Private, 444304, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
17, Private, 27415, 11th, 7, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 20, United-States, <=50K
39, Private, 174343, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 148143, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
34, Private, 209213, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, ?, <=50K
20, Private, 165097, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, ?, 51574, HS-grad, 9, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 0, 1602, 38, United-States, <=50K
52, Private, 167651, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Local-gov, 29075, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
22, Private, 396895, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, Mexico, <=50K
66, State-gov, 71075, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
35, Private, 129573, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K
40, Local-gov, 183765, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
21, Private, 164991, HS-grad, 9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 38, United-States, <=50K
51, Local-gov, 154891, HS-grad, 9, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 52, United-States, <=50K
34, Private, 200117, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 176389, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 342567, Bachelors, 13, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 178841, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
42, Local-gov, 191149, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 29702, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
21, Private, 157893, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Female, 0, 0, 40, United-States, <=50K
64, Local-gov, 31993, 7th-8th, 4, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 10, United-States, <=50K
24, Federal-gov, 210736, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K
23, Private, 39615, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States, <=50K
29, Private, 200511, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
44, Self-emp-not-inc, 47818, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 60, United-States, <=50K
28, Private, 183155, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K
33, Self-emp-inc, 374905, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
35, Private, 128876, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 202872, 10th, 6, Married-spouse-absent, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 153414, Bachelors, 13, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, United-States, >50K
51, Self-emp-not-inc, 24790, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 99, United-States, >50K
32, Private, 316769, 11th, 7, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, Jamaica, <=50K
37, Private, 126569, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 128538, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K
24, Private, 234640, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K
29, ?, 65372, Some-college, 10, Divorced, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 343377, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Federal-gov, 30731, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
35, Private, 412379, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Self-emp-inc, 112320, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
63, Private, 181929, HS-grad, 9, Widowed, Exec-managerial, Unmarried, White, Male, 0, 0, 50, United-States, >50K
32, Local-gov, 100135, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 35, United-States, >50K
24, Private, 128061, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 594, 0, 15, United-States, <=50K
72, ?, 402306, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 32, Canada, <=50K
35, ?, 98389, Some-college, 10, Never-married, ?, Unmarried, White, Male, 0, 0, 10, United-States, <=50K
29, Private, 179565, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 64922, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States, >50K
70, Private, 102610, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 32, United-States, <=50K
65, ?, 115513, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 5556, 0, 48, United-States, >50K
36, Private, 150548, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
53, Private, 133219, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 4386, 0, 30, United-States, >50K
49, Local-gov, 67001, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 162347, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States, >50K
18, Private, 138557, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 170456, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, Italy, <=50K
42, Private, 66006, 10th, 6, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
25, State-gov, 176077, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
32, Private, 218322, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Self-emp-inc, 181691, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, ?, <=50K
47, Private, 168232, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 40, United-States, >50K
30, Private, 161690, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
21, ?, 242736, Assoc-acdm, 12, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
38, Self-emp-not-inc, 67317, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
34, Private, 265807, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 2051, 55, United-States, <=50K
37, Private, 99357, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
56, Private, 170070, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
52, State-gov, 231166, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 62339, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, State-gov, 118520, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 42, United-States, <=50K
45, Private, 155659, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Local-gov, 157331, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 341762, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
30, Private, 164190, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
45, Private, 83064, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
26, Private, 304283, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 436798, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 29302, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, ?, <=50K
43, Private, 104660, Masters, 14, Widowed, Exec-managerial, Unmarried, White, Male, 4934, 0, 40, United-States, >50K
42, Private, 79036, HS-grad, 9, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
72, Private, 165622, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
21, ?, 177287, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
57, Private, 199847, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
24, Private, 22966, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
27, Private, 59068, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 77336, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Local-gov, 96524, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
17, Private, 143868, 9th, 5, Never-married, Other-service, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
48, Private, 121424, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
39, Private, 176279, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Self-emp-inc, 177905, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 70, United-States, >50K
50, Private, 205100, 7th-8th, 4, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 35, ?, <=50K
57, Private, 353881, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
44, Local-gov, 177937, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 36, United-States, >50K
20, ?, 122244, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K
49, Private, 125892, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 155472, Assoc-acdm, 12, Never-married, Prof-specialty, Unmarried, Black, Female, 1151, 0, 50, United-States, <=50K
42, Private, 355728, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
18, ?, 245274, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 16, United-States, <=50K
18, Private, 240330, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 18, United-States, <=50K
51, Private, 182944, HS-grad, 9, Widowed, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
28, Private, 264498, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 110426, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 45, United-States, >50K
25, Private, 166971, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, <=50K
41, Private, 347653, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K
39, Private, 33975, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Self-emp-not-inc, 215219, 11th, 7, Separated, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
33, Private, 190772, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1617, 40, United-States, <=50K
63, ?, 331527, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 162494, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 45, United-States, >50K
27, Local-gov, 85918, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 68, United-States, <=50K
39, Private, 91367, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1848, 45, United-States, >50K
20, Private, 182342, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 129640, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
70, ?, 133536, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 28, United-States, <=50K
46, Private, 148738, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 1740, 35, United-States, <=50K
47, Private, 102583, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, >50K
35, Private, 111387, 9th, 5, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 241752, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
22, ?, 334593, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 101950, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
60, Local-gov, 212856, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
53, Private, 183973, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, >50K
47, Private, 142061, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 158615, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 29145, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 40135, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
